"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C2CD4A",4.77137873624706,1.55225024932162,0.755826103694583,2.05371346892361,0.0400034321677966,NA
"C3AR1",590.40662558091,0.476144255502229,0.179064908821461,2.65905954793731,0.0078359112021545,0.183639621935641
"C5orf20",22.5190413251328,0.821663744188495,0.349458317813022,2.35124964067425,0.0187104761137665,0.26594648112293
"C6orf1",130.1054827346,0.292687692261509,0.138997577804875,2.10570354450625,0.0352301117569272,0.337417898494236
"C7",7190.80281341468,0.611324813225188,0.258656950874345,2.36345789726009,0.0181052837754603,0.263889863127868
"C8orf47",300.548221820465,0.645434955608875,0.23016864166559,2.80418284149508,0.00504442895624616,0.151965715229168
"CA12",17.7304585401346,1.9302622434587,0.634539855891599,3.04198739533306,0.00235021735706638,0.107323398073419
"CABLES1",790.407276991008,0.27060192348184,0.122946402482046,2.20097471759172,0.0277378137132497,0.3115849731626
"CACNA1D",266.183292792618,0.378156431379443,0.147719889190821,2.55995609968911,0.0104685386450913,0.207539420229579
"CACNB1",30.0439483118209,0.46415730342501,0.194187180936157,2.3902571796313,0.0168365783836528,0.259327388235353
"CADPS",11.5790566865464,1.12282892779789,0.519603154396094,2.16093554917482,0.030700318371524,0.321132307511226
"CALU",2575.97225043543,0.262811985301702,0.0825009136068278,3.18556454482647,0.00144471872820741,0.0871483733015964
"CAPG",140.249232072911,1.00010377671868,0.307649596701865,3.25078851862709,0.0011508542973841,0.0784712133883013
"CAPN2",1894.22511216712,0.344898113709867,0.153671699642596,2.24438276216128,0.0248077846454471,0.301727037673074
"CARS",1220.25002610993,0.428560283388103,0.109808222157724,3.90280686606999,9.5083572586719e-05,0.0308909747880264
"CAV2",734.097649411085,0.402179711665993,0.127674197693023,3.15004690793503,0.00163244249923923,0.0917998902895705
"CBFB",318.542597756964,0.303188339579484,0.139049625848072,2.18043261699066,0.0292254085806208,0.315063734470977
"CCDC109B",48.1962544009579,0.360388007289513,0.171184157628369,2.10526495139751,0.0352682511939636,0.337417898494236
"CCDC122",51.1167412659883,0.3726141542502,0.151559673051412,2.45853099804327,0.0139506732521115,0.237560726636295
"CCDC173",28.6082978956595,0.664131630344651,0.316772211078784,2.09655900081297,0.0360326318521539,0.33806606860608
"CCDC8",33.9406976298463,0.673095054521465,0.300741042712046,2.23812170248389,0.0252131197572759,0.302502665646854
"CCL18",26.3257275015869,1.39841055725413,0.450846305952705,3.10174562548336,0.00192383195093058,0.0999377203863363
"CCL19",224.992927210262,1.04982931324332,0.426351506840223,2.46235628677337,0.0138027476441746,0.23654468074213
"CCL2",39.0883116599691,1.14262153125408,0.310947400668179,3.6746457079196,0.000238179689160024,0.0477095820296135
"CCL21",497.679310709803,1.24685914549556,0.386826273426713,3.22330521774081,0.00126720449299771,0.0828795410014571
"CCL22",22.9643424804401,0.750062159849993,0.311779003957719,2.40574942612784,0.0161393303657243,0.254194453260158
"CCNB1",69.2085335876358,0.447142725267448,0.158035687176009,2.82937818196375,0.00466385513273363,0.148090745225223
"CCNB2",19.2049954862648,0.904025631032662,0.302457250767444,2.98893687864589,0.00279949959634543,0.115931564559556
"CCND2",115.628320565623,0.38216743217822,0.190370527843308,2.00749263296038,0.0446972342809073,0.364883428786803
"CCNE1",18.5997449080501,0.661165449938793,0.247221721158681,2.67438252124464,0.00748670017544954,0.181699668151455
"CCR2",188.414712186685,0.752093256667194,0.225040387465794,3.34203680120091,0.000831660335115898,0.0693797059737954
"CCR4",15.8636900739934,0.960424858914542,0.372035980852009,2.58153756181069,0.00983612869112025,0.200972679618005
"CCR5",188.892661493555,0.541033380057811,0.216666007421468,2.49708473653355,0.0125219030626166,0.224783761478326
"CCR7",46.7534509158044,0.644219723354271,0.289866210730035,2.22247264257461,0.0262513808687309,0.306727248474583
"CCRL2",48.5689187777664,0.520718038509734,0.189223021170099,2.75187466773211,0.00592551940790934,0.163986634567151
"CD1B",6.32387171022383,1.10467870104701,0.401784301720707,2.74943221105465,0.00596986098423535,NA
"CD1C",175.248924483177,0.362385171501319,0.181789053917198,1.99343779888078,0.0462135283019832,0.369743466529626
"CD1E",45.3898516479947,0.645871203673496,0.27312935386214,2.36470813019788,0.0180442852396068,0.263889863127868
"CD24",649.448737512103,0.811890519387423,0.269776998699112,3.00948755195005,0.00261688802041263,0.112914629193273
"CD27",45.1599609761304,0.629436007938073,0.288984675196073,2.17809476405975,0.0293989823375427,0.315187518214651
"CD300LB",19.6481861218399,0.834189093356709,0.343993174818294,2.42501640853005,0.0153076948606836,0.248276754082991
"CD3D",79.676825240981,0.562587380723306,0.259472779541878,2.16819421951159,0.0301439124455877,0.319344300070935
"CD40LG",33.2031499614164,1.02032988802702,0.319932182417087,3.18920678850882,0.00142663784537236,0.0871483733015964
"CD44",1064.32863930256,0.438357329235152,0.153385005607441,2.8578890583154,0.00426469468094706,0.142176511405658
"CD48",294.324205441867,0.513362273087222,0.195419458180516,2.62697623802135,0.00861473495850275,0.190602495428693
"CD5",48.2601167593668,0.546457577390054,0.270859925570785,2.01749142564556,0.0436442549299305,0.362154154341299
"CD52",289.215883277309,0.475686318404312,0.236614965071537,2.01038137321744,0.0443908403743083,0.364108496840016
"CD53",1060.79891943141,0.359237507866737,0.138932851579294,2.58569160413227,0.00971838410388047,0.200807222849719
"CD83",108.843813081368,0.631349064707145,0.217901923174133,2.89740014916074,0.00376269493236625,0.132938196619981
"CD84",835.211746300108,0.389204082191653,0.178623765802914,2.17890424850344,0.0293387821025438,0.315187518214651
"CDC20",19.7730983892745,1.04526249860537,0.332533695487458,3.1433280680718,0.00167038512219545,0.0926089457754935
"CDC42EP3",322.690989864601,0.351940088194495,0.12184373163182,2.8884546088753,0.00387139899871512,0.134758844558216
"CDC45",21.1075090970272,0.894158558334706,0.416236416484138,2.14819877099528,0.0316979683074249,0.325667305524308
"CDC7",57.3703102724844,0.80436111356541,0.298015086389889,2.69906172640225,0.00695352777033292,0.175095747152958
"CDCA5",31.3697866780101,0.603159375349915,0.21965703653847,2.74591419812895,0.00603425428515838,0.163986634567151
"CDCP1",62.9405245850293,0.373936712910714,0.182514662222756,2.04880368709409,0.0404813150939563,0.349408072989846
"CDH1",6979.58225432617,0.313133277214221,0.132709071452323,2.3595468929697,0.0182972682016068,0.264081005801478
"CDK1",45.8881865205342,0.597832591410074,0.245052281687523,2.43961242594099,0.0147030268501195,0.245026209107414
"CDS1",42.6961252330763,0.481741211657279,0.218374875263071,2.20602856018549,0.0273820000568764,0.310212150966413
"CECR6",8.87343357381387,0.988128228028061,0.406810692729119,2.42896326396716,0.0151420665082196,0.247691162513578
"CENPF",77.2182304706669,0.455245018093378,0.223067273258836,2.04084181172168,0.041266553098635,0.353174337960374
"CEP19",37.0095541045352,0.39902853983381,0.194985669589766,2.04645059646349,0.0407120583930109,0.350419789877297
"CERCAM",91.5492757857927,0.628049608428808,0.24290549178072,2.58557187745994,0.0097217600456068,0.200807222849719
"CERK",1957.13531049362,0.282647482887965,0.1230539100728,2.29694028187115,0.021622176653231,0.283656250963883
"CFL1",5068.99027404115,0.301671034336134,0.111151636189526,2.71404942543311,0.00664662487797373,0.170931662806595
"CHD1L",2009.72617576793,0.439132958501078,0.100919265835455,4.35132930135528,1.35314645985896e-05,0.00896811347736124
"CHD3",838.782343491209,0.269786791719773,0.136187124152277,1.98100072528232,0.0475911922511713,0.374247016805723
"CHI3L1",511.7870768657,1.41157840834582,0.528574602063304,2.67053771186828,0.00757298642022137,0.182250241837337
"CHL1",85.1206898695271,1.28355593946724,0.438224307491756,2.92899302371854,0.00340062054596517,0.127785779626248
"CHMP4A",322.372449497944,0.29593483601318,0.104160862661872,2.84113272922716,0.00449535983119133,0.146333235840882
"CHST10",44.0421062205526,0.419168799500484,0.200505658901012,2.09055845006063,0.0365676636553643,0.34013803549503
"CHST3",196.157314522195,0.345045622166163,0.147912823782521,2.33276340308052,0.0196605664341939,0.270737537076327
"CHST9",204.536826572161,0.616130640010925,0.172080331003216,3.58048265260143,0.000342960113492808,0.0514860387305352
"CIDEC",9.16106937365362,1.3167316775202,0.620512215567709,2.12200766477339,0.0338370943973557,0.332530733730597
"CITED4",191.319309535569,0.485933188521503,0.175344142646926,2.77131121225977,0.0055831037146591,0.160017629525823
"CKAP2",165.237271267784,0.447235991990507,0.219964719447111,2.03321693185457,0.0420306111671971,0.356263139626498
"CKS2",119.971821222664,0.399793096731543,0.166258423442228,2.40464866954825,0.0161880202201834,0.254488578174773
"CLC",20.623905758165,0.770552978510173,0.28684933769857,2.68626375327348,0.00722560258312865,0.178421772279968
"CLCNKA",10.1188681878654,1.43480478618469,0.661643877705166,2.16854539810924,0.0301172144158052,0.319344300070935
"CLDN11",54.5653695810335,0.698471000023461,0.296353508025455,2.35688453522024,0.0184289761156656,0.264784964423799
"CLDN7",328.038192369698,0.345151504718109,0.13922962711303,2.4790090433691,0.0131747965727487,0.231242801285882
"CLEC4C",7.77270244912659,0.983654053894354,0.462561879932751,2.1265350574011,0.033458733417394,0.331582554113494
"CLIC1",2034.54795807559,0.279146439215906,0.0974423173154939,2.86473522906993,0.00417358046386107,0.140839215286587
"CLIC6",48.374776466956,0.75775033122275,0.354486683299867,2.13759886314758,0.0325493140975069,0.328763199036585
"CLIP3",85.1986047054264,0.452166206812298,0.21546094973282,2.09859933956943,0.0358522346353463,0.338049149345267
"CLSPN",20.202309743072,0.987228984577493,0.281479849581781,3.50728119985962,0.000452710478278109,0.0562297041394953
"CLSTN2",45.6470495799053,0.81077195641482,0.309747742663418,2.61752337383724,0.00885704221259389,0.191786731312258
"CNPY4",199.321379927061,0.284450626930475,0.124093483000783,2.29222856875313,0.0218924572293882,0.285618995144672
"COL14A1",1365.71880762264,0.663950690817942,0.20634391194281,3.21768975186417,0.00129227516632091,0.0828795410014571
"COL16A1",191.288227498149,0.660648584400433,0.299206036829657,2.20800553157472,0.0272438875654184,0.310212150966413
"COL1A1",1395.34719664345,1.04833965927054,0.360967584391701,2.90424875972505,0.00368135533473816,0.131457708063096
"COL1A2",2017.58912263904,0.913796474510965,0.280808585745104,3.25416144982275,0.00113727625628644,0.078199571894999
"COL3A1",6735.78959394397,0.641599292598337,0.19716505479504,3.25412276158827,0.00113743115617688,0.078199571894999
"COL5A1",567.369386272199,0.597189253959338,0.22213654079056,2.68838819508941,0.00717978748255603,0.177717881882292
"COL6A3",1563.87333633458,0.33624628679951,0.132078971013957,2.54579729246965,0.0109028480290859,0.21032664032286
"COL9A2",33.4759447971231,0.633784086020549,0.303506666867109,2.08820482450243,0.036779362309359,0.340192469088557
"COMT",2517.89435515829,0.409488733105844,0.132099268319206,3.09985617873638,0.00193614631202933,0.0999377203863363
"CORO1C",1698.80621277234,0.296803511068722,0.116943890166114,2.53799929733075,0.0111488208288545,0.212770705706187
"COTL1",1226.07024031929,0.286676222709853,0.137220319889276,2.08916742754408,0.0366926544068523,0.340192469088557
"CPA3",144.211920332164,0.733079281373462,0.350157015679352,2.09357302166626,0.0362980329093115,0.339562248124181
"CPZ",29.2951118103732,1.13933466446135,0.373692837756551,3.04885336122923,0.00229716579726204,0.107323398073419
"CREB3L1",8.35297463084812,1.04669854876906,0.507408983888618,2.06283014689157,0.0391287687065477,0.346697630320208
"CRISPLD2",572.936473091943,0.589544396046543,0.193753045865507,3.0427619520148,0.00234417691095722,0.107323398073419
"CRYAB",142.953569416322,0.800599263729276,0.35678352043312,2.24393565811948,0.0248365414587604,0.301727037673074
"CSGALNACT1",152.776606670248,0.361095401094989,0.161696334842755,2.23316998153448,0.0255377370826686,0.304194655444095
"CSTB",1456.2320788656,0.369431968945299,0.1222454963001,3.02204972883731,0.00251069298388282,0.110052042460197
"CTAG2",6.0046731704583,5.97732292392963,2.2176341307639,2.69536026750754,0.0070312561910313,NA
"CTGF",460.548041077634,0.556070389994325,0.26068469989992,2.13311479426221,0.0329153104557756,0.329710148471657
"CTHRC1",7.97947679938601,0.856932123783697,0.421455173555587,2.0332699123236,0.0420252611885071,0.356263139626498
"CTSK",280.250238915291,0.354524666493009,0.171766201816809,2.06399549354369,0.0390181436653675,0.346278564894563
"CXCL10",355.361167464817,1.09696679100576,0.279817732005142,3.92029048032452,8.84422996361644e-05,0.0293080092534321
"CXCL11",27.8979839377185,0.521003173496951,0.241237943624738,2.15970657711876,0.0307953917218491,0.32144879999753
"CXCL6",49.5214489435117,0.844540852952392,0.355410012003225,2.37624384353226,0.0174899004197674,0.26201641957968
"CXCL9",662.257071214471,1.04698217737663,0.376870554626106,2.77809493080546,0.00546786409459278,0.158942175760189
"CXCR4",635.752589083947,0.48105295677781,0.220921563961971,2.17748303131069,0.0294445465214317,0.315187518214651
"CXCR7",127.741957654536,0.684537313617203,0.200727244101078,3.41028601614486,0.000648947854593937,0.0634352784117043
"CYCS",1503.25587356232,0.274930323254872,0.107445019458166,2.55880006948035,0.0105034128711326,0.20767428145799
"CYP3A7",1921.04156147066,1.02600489152602,0.444799361585759,2.30666898411949,0.0210732805897143,0.278661760647228
"CYP4F22",290.042348903792,0.682476243768034,0.201051250124297,3.39453867283144,0.000687443302355087,0.0646572438940705
"DACT2",69.6241282741297,0.740010451352323,0.348585877545998,2.12289280495786,0.0337628355226625,0.332392407471774
"DAK",5611.30408686347,0.328785158368366,0.167447261121253,1.96351469810117,0.0495863983190274,0.381428520774357
"DBF4",72.5676460905397,0.328822535991696,0.154679092496001,2.12583698731098,0.0335168351062413,0.331582554113494
"DCAF4",221.948503819838,0.404032379144533,0.144608093208421,2.79398179023222,0.00520634103039226,0.15459473930568
"DCLRE1B",109.10729709789,0.408741252484662,0.119908476281221,3.40877697024556,0.000652548056861376,0.0634352784117043
"DCN",10812.3540343849,0.406684882299058,0.141720497538789,2.86962640804834,0.00410957031957838,0.139246361196511
"DDX26B",126.054606672692,0.314043453901949,0.154443450804803,2.03338796346153,0.0420133424328236,0.356263139626498
"DEFB1",2009.20240096473,0.509161672329187,0.197501162365322,2.57801861128989,0.00993686458238483,0.201993496123739
"DERL3",54.0577000470321,0.602214813694586,0.300332772133611,2.00515850939728,0.0449461040981114,0.365509441724562
"DFNA5",209.916453027928,0.302967095124585,0.141622543986058,2.13925754048318,0.0324148163774388,0.328615256868587
"DGKA",234.257064992241,0.578000631116556,0.197106722594097,2.93242474690646,0.00336326419683589,0.12751927798026
"DGKG",82.8985284897886,0.395082468751355,0.182870924220515,2.16044442513423,0.0307382814777125,0.321326552557867
"DHRS7",3044.03559016345,0.353627153977134,0.162847615366624,2.17152184378631,0.0298917477780136,0.318096576065451
"DHRS9",96.7992769641258,0.638751095721306,0.237619281444589,2.68812821854382,0.00718538002491894,0.177717881882292
"DIAPH3",7.08420981797664,1.1984682956875,0.481605151077679,2.48848728674457,0.0128287823770351,0.227094118808861
"DKFZp667J0810",21.8062341071544,0.853156315599421,0.434190606457075,1.96493499147998,0.0494217621503025,0.381103726303346
"DKK3",339.794613652274,0.713337553558759,0.232937409812482,3.06235719772537,0.00219601228504276,0.105127395742702
"DLGAP5",12.7904918588189,0.776681462812457,0.388126856592834,2.00110208716434,0.0453813894761672,0.36726237131448
"DMKN",45.3875852494433,0.364868984327829,0.178877975109228,2.03976472846939,0.0413737644419564,0.353576819845317
"DNAH2",56.133620578531,0.427419540081984,0.198357483659523,2.15479412319851,0.0311779483388463,0.324082450455674
"DNAJC5B",14.9937581321539,0.706321446134226,0.35519452179972,1.98854825394096,0.0467510878297413,0.371639784588419
"DNMT1",572.52782359826,0.267177508639181,0.131787510787227,2.02733557256835,0.0426281059201882,0.358553157025655
"DNMT3L",273.094838121844,0.469970555416546,0.229094852570334,2.05142346125939,0.0402257262368832,0.348405675911614
"DOCK2",711.518007615682,0.340593101533496,0.147269955709945,2.31271273147056,0.0207384385705134,0.276885728182785
"DPT",847.399432434472,0.725122355856083,0.368679794873339,1.96680796164922,0.0492053543676604,0.380795663950381
"DPYSL2",989.112578141859,0.272215102954499,0.114839878383345,2.37038829008355,0.0177694127722727,0.262904710136118
"DPYSL3",357.577289978138,0.538045235257763,0.230860531331329,2.33060728117949,0.019774077202823,0.271180964659956
