"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CTAGE4",11.6645712772396,-1.00929596121777,0.487564717946297,-2.07007587724782,0.0384452394676302,0.344883147124615
"CTAGE5",6737.23822014434,-0.131934765756817,0.0851261177075113,-1.54987410808675,0.121171735277733,0.5229624602683
"CTBP1",1312.33145572786,-0.097676440961838,0.0856539470569463,-1.1403612363234,0.254135835432167,0.667318012246526
"CTBP2",292.10509383012,0.181766413196329,0.115343828061326,1.57586596744203,0.11505669557543,0.514921831237661
"CTBS",1174.08822490548,-0.0723080227315619,0.0924645905691736,-0.782007710048396,0.434210042475375,0.794027962168667
"CTC1",893.300036785939,0.0558286376621723,0.0935409344484823,0.596836433068988,0.550616590891842,0.852577410355275
"CTCF",1037.19336961657,0.124538061711505,0.0566499797953034,2.19837786635593,0.0279221896408483,0.311916581738127
"CTCFL",7.05264418776385,-0.649383858701265,0.48274311468426,-1.34519548585586,0.178562113619887,0.595053037131523
"CTDNEP1",1035.43095672184,0.134783450316424,0.073498911729712,1.83381559188363,0.0666813724601786,0.423440495835766
"CTDP1",213.639454250281,-0.0795895851748284,0.129148862389022,-0.616262378952196,0.537721364358474,0.847377082139405
"CTDSP1",3374.52578175238,-0.0817523766454903,0.100893095610503,-0.81028712768508,0.417775171801665,0.78295303216201
"CTDSP2",8327.59953857717,-0.10159029436456,0.079119611036901,-1.28400902169728,0.199138798783071,0.612163887555231
"CTDSPL",1394.64803312788,0.0893290729105766,0.0939820044515352,0.950491250233357,0.34186269772208,0.734874633439072
"CTDSPL2",441.645826077191,0.00418072887944235,0.105497722835429,0.0396286172542708,0.968389212084066,0.993882609949262
"CTF1",28.4887282168662,0.226130716098525,0.243719023399698,0.927833670692467,0.353493855279501,0.743751814249942
"CTGF",460.548041077634,0.556070389994325,0.26068469989992,2.13311479426221,0.0329153104557756,0.329710148471657
"CTH",2447.96417282327,-0.333903374639217,0.158420290078404,-2.10770586566888,0.0350564396232663,0.337417898494236
"CTHRC1",7.97947679938601,0.856932123783697,0.421455173555587,2.0332699123236,0.0420252611885071,0.356263139626498
"CTIF",1985.2980020304,-0.15232143553822,0.0950892476608362,-1.60187864858832,0.109182446837917,0.50363139244361
"CTLA4",9.67814285753506,0.61328642706994,0.319738688107663,1.918086393297,0.0551000574857157,0.396343808158513
"CTNNA1",5096.8232279538,0.0806728004287102,0.0711570282874299,1.13372919541893,0.256908159156492,0.669499546732671
"CTNNA3",151.487510290343,-0.457971480269326,0.267928319726639,-1.70930598428932,0.0873942854027968,0.467984334889472
"CTNNAL1",779.513606300431,0.164639014316315,0.126230054082488,1.3042774600154,0.192138997593261,0.608012041849263
"CTNNB1",5662.39204335853,0.043253971904413,0.0683579818238893,0.632756713266466,0.526892528174291,0.841129424734543
"CTNNBIP1",659.841805630964,-0.124591137563928,0.0968925243460715,-1.28586945592341,0.198488625113016,0.611399441908516
"CTNNBL1",1304.55881649263,-0.00711232055431462,0.12481026697439,-0.0569850600173301,0.954557096180407,0.991602290069791
"CTNND1",310.43833547609,0.0329852456975618,0.114333599704654,0.288500019091231,0.772964015899031,0.938603208459585
"CTNND2",52.0780507524256,0.487264078541904,0.330704893487259,1.47341054861251,0.140640367625991,0.550073497232248
"CTNS",459.935309495864,0.125925166145457,0.0980626384442414,1.28412990047232,0.199096507557063,0.612163887555231
"CTPS1",5098.25837773598,-0.0237144428583765,0.158200592151716,-0.149901100468917,0.880842643479855,0.97251564441579
"CTPS2",568.98769470308,0.102772267208302,0.065648595303364,1.56549072730938,0.117467889918981,0.51803320933279
"CTR9",1547.22933029949,-0.0742246434597015,0.0878720041520917,-0.844690458308326,0.398283688272172,0.772254062171725
"CTRL",10.4315575688224,0.145242050654404,0.313503650698177,0.463286632646693,0.643158926040032,0.891422107010281
"CTSA",3172.26249650858,0.205630493076346,0.1010058021021,2.0358285246672,0.0417675770463574,0.355260258768529
"CTSB",42114.3743903638,-0.0634954318675632,0.103581984520717,-0.612996865829153,0.539878412085144,0.848043884731945
"CTSC",1887.25205200078,0.192656103127472,0.111527217275679,1.72743575813656,0.0840894333218381,0.463122957242553
"CTSD",12543.9128559176,0.157110375386301,0.143444894717435,1.09526641359935,0.273399937214164,0.684594764954131
"CTSE",11.6052299771157,-0.118489509724534,0.519670677632241,-0.228008842570076,0.819639366198655,0.953973917125529
"CTSF",3116.47395044568,-0.0725110105019343,0.120491442042589,-0.601793864134389,0.547311359962177,0.850534789271554
"CTSG",42.6658772956925,0.552032032129792,0.381406080354838,1.44736033472831,0.147796028925991,0.558036378300153
"CTSH",4129.13051257256,-0.0782227726014596,0.135987495644214,-0.575220333537982,0.565142292678093,0.859699104607356
"CTSK",280.250238915291,0.354524666493009,0.171766201816809,2.06399549354369,0.0390181436653675,0.346278564894563
"CTSL1",9624.24224063785,0.0567816199901646,0.100944677427494,0.562502367011369,0.573773791379069,0.863020399575805
"CTSL2",8.41416424069594,0.599204938654651,0.363061140164305,1.65042432903581,0.0988561784911192,0.488020145770247
"CTSO",4053.39255182972,-0.155525552382226,0.0909404224131811,-1.71019166455602,0.0872304365781806,0.467705223100762
"CTSS",5278.72584686295,0.215490716330768,0.134087238413675,1.60709340337038,0.108033880165569,0.503295649075971
"CTSW",150.745345424875,0.304614365464945,0.273597737511853,1.11336580570864,0.265551354566813,0.67782227840703
"CTSZ",11179.133512737,0.0444044880380375,0.061288582629564,0.724514846532247,0.468749715833276,0.813438839719475
"CTTN",2541.77557866328,0.00847476547128111,0.0634451122093152,0.133576333560914,0.893737599533145,0.975725142135859
"CTTNBP2",211.436037089076,0.00147283321179144,0.117833253818215,0.0124993001896021,0.990027261036218,0.998646151717344
"CTTNBP2NL",275.210374666357,0.162996206608923,0.146689180990676,1.11116720066276,0.266496386459923,0.678312054397035
